date,CO,NO_2
2010-02-28,0.3842610926799742,45.55937940177936
2010-03-31,0.3566460296928255,41.39635553578962
2010-04-30,0.32900441920328316,37.7666583065343
2010-05-31,0.2730485092848539,28.23465787853482
2010-06-30,0.26676805566770556,34.95114146910632
2010-07-31,0.28221175463413356,41.35689168907575
2010-08-31,0.27028358876644476,34.774314129993755
2010-09-30,0.33411617573796987,48.674050293994846
2010-10-31,0.43346713087480526,58.9702030250811
2010-11-30,0.4363964642627597,53.351326338478785
2010-12-31,0.4999252193661103,58.353935987232504
2011-01-31,0.4839058658563408,55.60037389406864
2011-02-28,0.48950562808667575,61.527772351117655
2011-03-31,0.34623843327085646,40.78748426460559
2011-04-30,0.309330253386755,40.16288747987118
2011-05-31,0.24662896313706215,36.54130939478941
2011-06-30,0.2720308699112466,37.07050875603865
2011-07-31,0.2368085476108064,30.467938185198
2011-08-31,0.2314236161080962,34.003309745420545
2011-09-30,0.336976857362545,50.129523953301124
2011-10-31,0.4149850711302126,50.231039134330686
2011-11-30,0.4611543266255592,47.627621779388086
2011-12-31,0.5886828009204954,55.649453422726566
2012-01-31,0.6201179860150853,58.969957729468604
2012-02-29,0.45892401635967967,48.08678804537125
2012-03-31,0.38281442251218545,43.01503204258631
2012-04-30,0.2891439107213928,26.437308089957543
2012-05-31,0.2896684645352442,32.437275542947
2012-06-30,0.23666165625607521,26.81058067083882
2012-07-31,0.24261350568757792,28.727599673098446
2012-08-31,0.25988501118904417,29.06755913801408
2012-09-30,0.2953348822135156,33.60835316806784
2012-10-31,0.3592966009872735,46.10868392019778
2012-11-30,0.35844445096121896,40.4326565016103
2012-12-31,0.4670654183516241,50.010056517134885
2013-01-31,0.4367559055120126,44.329236660079054
2013-02-28,0.3798545040012825,38.34748445244369
2013-03-31,0.3065604977781005,28.554510078253422
2013-04-30,0.2874845748173969,26.61913610745132
2013-05-31,0.2632736023097091,25.691465407936306
2013-06-30,0.23476003559921396,24.017329937574505
2013-07-31,0.24377091311479127,28.840465489396063
2013-08-31,0.2309856676881556,25.524864041891565
2013-09-30,0.29060648690472224,37.38613169740887
2013-10-31,0.3498327419251924,41.31458563545695
2013-11-30,0.38067130301170693,39.40789964866052
2013-12-31,0.5460006031464771,56.67277681265672
2014-01-31,0.42109468972684283,38.26516966651083
2014-02-28,0.386455033336293,35.38695181629964
2014-03-31,0.41013459650295736,38.31021417285974
2014-04-30,0.3379398218391716,29.60022850790514
2014-05-31,0.2952553823995298,24.730315673009397
2014-06-30,0.27957253638080054,25.68087647306397
2014-07-31,0.2604450474685701,27.439844592741686
2014-08-31,0.25608572862639556,23.09152063992965
2014-09-30,0.32411613254612426,32.985604688186214
2014-10-31,0.43159349426213234,44.31246771334867
2014-11-30,0.455921081204667,41.52358412018738
2014-12-31,0.5663366774284733,59.43595482501144
2015-01-31,0.5957078902480352,66.17109496588809
2015-02-28,0.37150918299639624,36.08968770726341
2015-03-31,0.380888297480183,41.59907024188872
2015-04-30,0.2932442194027941,29.28189441647322
2015-05-31,0.26055966777406553,28.455338580404323
2015-06-30,0.24623032922804766,30.734402448397013
2015-07-31,0.2510103099148279,33.343897038659485
2015-08-31,0.23759670418925277,26.292348133205426
2015-09-30,0.2782511629620107,35.62178830881277
2015-10-31,0.35386126651868155,42.19374558548822
2015-11-30,0.5183827210907008,56.480495920645374
2015-12-31,0.6048398351755211,64.65936495034497
2016-01-31,0.4026803380941022,42.032158674755976
2016-02-29,0.37243295744439703,35.641207805188316
2016-03-31,0.35281442394099893,36.217494374371604
2016-04-30,0.3071311807084,32.39075446493925
2016-05-31,0.2853434958536369,30.865436225863117
2016-06-30,0.2597943729124273,30.10664068218416
2016-07-31,0.25055145388252126,30.93525188774137
2016-08-31,0.25193324887294993,28.582598424639098
2016-09-30,0.3193240803327227,43.395828529863856
2016-10-31,0.4152053529071191,49.10183288884639
2016-11-30,0.4834857315055589,48.8513177517933
2016-12-31,0.5904926770765072,55.41517029263786
2017-01-31,0.5257329064196592,53.19437737295819
2017-02-28,0.40380374329169555,42.525237680711285
2017-03-31,0.3705529453624243,40.96980608776209
2017-04-30,0.3345324141343618,30.66825684380032
2017-05-31,0.2921400899859757,30.39865188526216
2017-06-30,0.2689618109689772,31.501045424482925
2017-07-31,0.24682982844404047,32.98857770375565
2017-08-31,0.24183094923294357,28.006532718489243
2017-09-30,0.3252970740107969,39.93180994729908
2017-10-31,0.3867499309195275,53.02086720111352
2017-11-30,0.5121311785581947,62.463846115136874
2017-12-31,0.45999701881810146,53.39279895731509
2018-01-31,0.41389785559390074,48.570821291455935
2018-02-28,0.3900744113503221,45.92354347041847
2018-03-31,0.2914999316232976,29.501152167706675
2018-04-30,0.28476042327315854,31.076016505636073
2018-05-31,0.25000000745058054,29.125
